EventDate,CounterID,ClientIP,SearchEngineID,SearchPhrase,ResolutionWidth,Title,IsRefresh,DontCountHits
2025-02-28,2859,79.99.228.50,3,artificial intelligence,1920,Help Center,1,0
2025-06-01,3089,161.1.79.193,1,artificial intelligence,1280,Product Details,0,0
2025-08-07,7983,209.254.147.94,2,microservices,1024,Pricing Plans,0,1
2025-06-05,2732,85.31.35.211,0,sql queries,768,Search Results,0,0
2024-12-05,3461,24.156.213.203,3,code review,1024,Community Forum,0,0
2025-02-14,1186,206.3.89.230,2,natural language processing,2560,Contact Information,1,0
2025-05-04,6785,141.118.71.221,2,artificial intelligence,1536,Terms of Service,0,0
2025-04-24,4670,230.128.148.112,0,data warehouse,1366,Press Releases,1,0
2025-02-17,7957,206.106.54.75,5,natural language processing,1440,Terms of Service,0,0
2025-08-15,7682,203.243.234.59,5,cloud computing,3840,Support Portal,0,0
2025-05-23,8251,202.21.159.8,3,api development,1920,About Us,0,0
2025-08-20,6467,248.176.75.53,5,machine learning,3840,Contact Information,0,0
2025-09-03,3280,29.36.201.192,0,snowflake tutorial,1920,Checkout Page,0,1
2025-07-04,8416,134.57.59.152,1,agile methodology,2560,Blog Post - Tech News,0,0
2025-09-17,8807,136.91.179.228,5,web development,1366,Order Confirmation,0,0
2025-07-28,5993,155.156.155.179,0,sql queries,3840,Features Overview,0,0
2025-02-07,9093,9.56.77.132,5,microservices,1536,About Us,0,0
2024-12-07,3512,124.127.130.177,1,data analytics,1024,Privacy Policy,1,0
2025-04-06,2640,82.231.2.247,2,data warehouse,1280,Order Confirmation,0,0
2025-10-10,2272,197.110.9.35,0,neural networks,1440,Order Confirmation,1,1
2025-09-23,7419,211.231.183.236,2,project management,1920,Product Details,0,0
2025-11-05,7858,7.226.254.89,4,deep learning,1536,Shopping Cart,1,0
2025-01-03,4597,60.2.53.33,5,computer vision,2560,Order Confirmation,0,0
2025-01-10,2957,140.54.61.56,5,data warehouse,3840,Features Overview,0,0
2025-08-19,6155,63.168.24.119,5,deep learning,3840,Order Confirmation,0,0
2025-04-17,6259,103.178.178.100,0,machine learning,768,Blog Post - Tech News,0,1
2025-04-30,4398,95.191.169.122,4,numpy arrays,1536,News and Updates,0,1
2025-08-17,3311,78.93.155.231,5,python tutorial,1536,Testimonials,0,0
2024-11-26,3728,251.117.3.140,3,cloud computing,1366,Search Results,0,0
2025-02-11,2745,79.37.170.221,0,,1536,Documentation,0,1
2025-08-19,3476,50.236.95.138,0,devops practices,2560,Pricing Plans,0,0
2025-10-09,2658,5.212.111.106,2,database design,768,News and Updates,0,1
2025-04-01,4984,81.243.120.216,2,api development,3840,Careers,0,1
2025-08-16,4925,239.128.141.98,1,database design,1280,Checkout Page,0,1
2025-05-01,3444,219.149.122.233,5,business intelligence,1024,Product Details,1,0
2025-08-22,3248,31.80.171.8,5,numpy arrays,1536,Home Page,1,0
2024-12-06,9521,241.143.132.243,2,machine learning,1366,Help Center,0,0
2025-07-17,9800,142.23.95.125,1,software engineering,1536,Account Settings,1,0
2025-11-15,4007,169.173.39.212,1,unit testing,1440,Pricing Plans,1,0
2024-12-19,4528,119.10.247.253,4,computer vision,2560,Pricing Plans,1,0
2025-10-10,5744,53.88.30.5,5,neural networks,1536,Home Page,1,0
2025-07-30,8316,63.224.8.81,3,sql queries,768,FAQ - Frequently Asked Questions,0,0
2025-07-28,8034,39.169.192.81,4,artificial intelligence,1536,Documentation,0,0
2025-09-14,4284,79.138.159.113,1,artificial intelligence,1280,Events Calendar,0,0
2025-03-26,5074,12.128.88.34,5,kubernetes,768,Customer Reviews,0,0
2025-02-28,6304,226.112.238.76,3,unit testing,1366,Blog Post - Tech News,1,0
2024-12-28,3892,15.1.64.113,5,computer vision,2560,Documentation,0,1
2025-05-11,7028,226.98.186.117,4,database design,3840,Tutorial: Getting Started,0,0
2025-03-17,1509,223.145.228.157,3,,1920,Customer Reviews,0,0
2025-05-19,1884,50.75.59.24,4,devops practices,1536,Contact Information,1,0
2025-10-25,4494,200.97.81.218,2,,1536,News and Updates,0,1
2025-09-25,9567,175.26.64.76,1,software engineering,1920,Documentation,0,0
2025-06-22,6329,84.121.89.216,1,api development,1366,About Us,1,1
2025-06-27,6739,254.4.122.123,2,kubernetes,1440,Community Forum,0,1
2025-02-06,8822,4.198.226.54,3,agile methodology,1024,Privacy Policy,0,1
2025-07-19,7020,22.90.207.12,3,numpy arrays,1366,Product Catalog,0,0
2025-08-20,3358,244.115.246.228,4,deep learning,1440,Partners Page,0,0
2025-10-06,3899,246.24.213.135,4,business intelligence,1280,About Us,0,1
2025-03-28,6357,79.205.53.203,2,data warehouse,3840,Partners Page,0,0
2024-12-24,2545,255.77.216.216,3,devops practices,1024,FAQ - Frequently Asked Questions,0,0
2025-01-07,2475,242.28.118.206,4,web development,1440,Features Overview,0,0
2025-08-01,8922,79.202.50.0,4,natural language processing,3840,Support Portal,1,1
2025-03-26,1802,181.16.37.25,4,machine learning,2560,Home Page,0,0
2025-09-06,7452,177.222.136.168,2,kubernetes,3840,Partners Page,0,0
2025-06-30,2783,90.167.221.55,0,data warehouse,1280,FAQ - Frequently Asked Questions,0,0
2024-12-23,7628,237.24.155.201,3,software engineering,3840,Contact Information,0,0
2025-09-19,5629,122.73.73.117,1,computer vision,768,Documentation,0,0
2025-02-09,9164,169.48.14.11,0,cloud computing,1024,Contact Information,1,1
2025-09-05,3636,244.78.189.68,1,microservices,768,News and Updates,0,0
2025-11-03,2076,33.188.173.236,2,kubernetes,1024,Terms of Service,0,0
2025-02-19,9656,69.101.158.49,3,api development,3840,Customer Reviews,1,0
2025-05-19,5362,175.46.114.60,0,cloud computing,1920,Community Forum,0,1
2025-05-27,3795,126.154.243.140,0,cloud computing,1024,Checkout Page,0,0
2024-12-04,2838,73.39.2.7,2,software engineering,1366,Checkout Page,0,0
2025-06-18,3458,135.141.226.102,2,neural networks,2560,Shopping Cart,0,1
2025-06-18,1576,247.190.16.234,4,microservices,1920,Case Studies,1,1
2025-10-13,6132,173.226.171.158,1,numpy arrays,768,Checkout Page,1,0
2025-02-15,4178,47.218.219.108,4,microservices,1366,Product Details,0,0
2025-09-25,3755,106.193.123.131,3,,3840,Support Portal,0,0
2024-12-29,3194,161.108.99.167,3,business intelligence,1366,Partners Page,0,0
2025-08-18,6517,3.226.242.65,1,docker containers,1920,Events Calendar,1,0
2025-03-13,7705,104.6.178.16,5,numpy arrays,1920,Checkout Page,1,0
2024-12-02,6475,249.206.200.52,1,natural language processing,1024,About Us,1,0
2025-08-18,8383,210.96.200.83,1,data visualization,1440,Blog Post - Tech News,0,0
2025-07-22,6862,179.170.20.82,0,machine learning,2560,Contact Information,0,0
2025-04-07,6609,24.221.62.222,5,natural language processing,1536,Privacy Policy,0,1
2025-08-26,6391,41.225.97.150,5,microservices,1536,Checkout Page,0,0
2025-05-16,4151,71.63.43.114,2,,768,Terms of Service,0,0
2025-08-21,1769,92.173.28.183,2,data visualization,1280,Events Calendar,0,1
2025-05-11,8379,178.141.218.143,3,devops practices,1366,News and Updates,1,0
2025-07-27,8124,181.90.39.250,4,,1366,Features Overview,0,0
2025-11-03,8396,245.119.122.158,2,cloud computing,1440,Customer Reviews,0,0
2025-03-01,8842,6.173.20.204,2,database design,2560,Privacy Policy,1,0
2025-06-30,3240,226.152.133.253,0,cloud computing,1024,Pricing Plans,1,0
2025-03-22,9249,237.126.15.97,4,,1024,Pricing Plans,0,0
2025-03-26,3811,2.55.35.106,5,docker containers,1536,Case Studies,0,0
2025-02-13,7571,88.0.226.42,4,pandas dataframe,1280,Documentation,0,0
2025-02-24,1304,183.136.35.227,2,,1440,Privacy Policy,0,0
2025-08-09,6757,131.25.120.163,3,numpy arrays,1366,Support Portal,1,0
2025-10-17,8872,115.204.143.21,1,cloud computing,3840,Pricing Plans,0,0
2025-06-21,2094,221.200.57.118,5,database design,768,Customer Reviews,0,0
2025-05-07,8022,199.39.71.191,0,python tutorial,1536,Pricing Plans,0,0
2025-05-22,6309,228.161.201.78,4,microservices,2560,Support Portal,0,0
2025-04-06,8464,103.14.71.193,0,code review,1024,Shopping Cart,0,1
2024-11-24,7977,110.20.48.232,0,data analytics,1024,Support Portal,0,0
2025-02-04,8950,138.178.240.169,1,kubernetes,1920,Privacy Policy,0,0
2025-10-16,9578,120.229.77.167,3,deep learning,1440,Checkout Page,0,0
2025-01-26,9318,161.81.49.177,4,snowflake tutorial,768,News and Updates,0,0
2025-11-02,2426,126.11.195.134,5,code review,1024,Product Details,0,0
2025-02-27,1268,141.174.141.101,1,project management,1920,FAQ - Frequently Asked Questions,0,0
2025-04-08,9366,118.255.243.130,2,database design,1366,Terms of Service,0,0
2025-10-29,6201,49.140.45.55,4,software engineering,1920,Terms of Service,1,0
2025-07-22,8217,170.20.148.89,4,business intelligence,1280,Documentation,1,0
2025-11-07,8293,83.100.129.81,5,project management,768,FAQ - Frequently Asked Questions,0,0
2025-11-01,2604,47.163.133.99,1,web development,1536,Product Details,1,0
2025-01-31,8514,108.136.184.51,3,data analytics,1024,Press Releases,0,1
2025-02-15,2346,7.181.201.146,5,data visualization,768,Features Overview,0,0
2025-06-10,2977,192.196.176.116,2,,1920,Customer Reviews,1,0
2025-10-14,5437,97.87.88.204,0,deep learning,768,Testimonials,0,0
2025-08-19,7082,64.254.227.29,0,,2560,Checkout Page,0,0
2025-05-25,7427,156.112.227.42,3,artificial intelligence,1366,Case Studies,0,0
2025-03-23,3428,16.106.131.149,3,artificial intelligence,2560,Search Results,1,1
2025-03-17,7846,159.41.37.146,1,sql queries,2560,Shopping Cart,0,0
2025-09-11,1496,211.124.213.60,5,project management,3840,Events Calendar,0,0
2025-10-30,8425,123.233.206.39,2,project management,768,Product Details,0,0
2025-08-28,5261,235.167.188.43,0,api development,2560,FAQ - Frequently Asked Questions,0,0
2025-10-18,9521,6.170.139.239,3,code review,2560,Press Releases,1,0
2025-11-14,9473,103.14.76.233,0,web development,1280,Testimonials,0,0
2025-01-08,4360,54.231.114.67,4,business intelligence,1920,Shopping Cart,0,0
2025-08-03,1158,22.50.207.122,2,code review,1440,FAQ - Frequently Asked Questions,0,0
2025-05-14,4235,71.243.254.243,1,kubernetes,2560,Search Results,0,0
2025-11-08,8951,206.175.24.237,5,project management,2560,Features Overview,1,1
2025-06-01,5749,177.89.42.156,4,,1366,News and Updates,0,1
2024-12-14,9025,221.193.96.65,2,machine learning,1920,Privacy Policy,0,0
2025-08-29,3894,31.142.92.149,4,data warehouse,1366,Press Releases,0,0
2025-06-14,6988,184.136.192.40,1,computer vision,1536,Contact Information,0,0
2024-11-28,8894,154.7.136.98,5,python tutorial,768,Tutorial: Getting Started,0,0
2025-07-12,9620,229.135.123.135,2,big data,1440,Help Center,1,0
2024-12-28,8046,217.246.35.152,3,agile methodology,3840,About Us,0,1
2025-08-23,6196,187.59.216.225,2,code review,2560,Features Overview,0,0
2024-12-29,6344,240.229.123.131,5,computer vision,2560,Product Catalog,0,1
2025-06-20,6307,90.150.56.143,4,machine learning,1280,Events Calendar,0,0
2024-12-30,4264,14.147.62.132,2,numpy arrays,1280,Support Portal,0,1
2025-02-20,1641,238.159.28.109,0,pandas dataframe,1440,Events Calendar,0,0
2025-03-10,7949,12.87.7.130,3,big data,1366,Careers,1,0
2025-01-12,9278,98.180.68.51,2,code review,1366,Documentation,0,0
2024-12-09,9455,183.216.59.75,1,natural language processing,1024,Terms of Service,0,0
2025-04-27,3701,19.50.146.18,3,docker containers,1366,Contact Information,0,0
2025-04-02,3041,142.58.18.127,5,microservices,1024,Order Confirmation,0,0
2025-02-16,9068,18.69.39.43,2,deep learning,1280,Support Portal,0,0
2025-08-12,6226,198.82.108.234,1,database design,2560,User Dashboard,0,0
2025-02-04,2077,181.2.89.179,3,code review,1440,Shopping Cart,1,0
2025-05-30,6758,208.64.199.209,4,pandas dataframe,1024,Product Catalog,0,0
2025-09-16,3129,193.7.164.221,5,data science,3840,Press Releases,0,0
2025-02-02,1251,70.127.215.217,1,agile methodology,1280,Home Page,0,0
2025-03-01,2828,180.182.155.140,4,,2560,Careers,0,1
2025-06-10,6765,101.8.145.101,1,data science,1440,Contact Information,0,0
2025-10-07,5784,80.194.217.147,4,big data,1024,Support Portal,1,0
2025-04-17,1333,109.96.71.197,0,api development,1536,Testimonials,1,0
2025-10-09,9336,63.24.82.38,5,machine learning,1280,Search Results,0,0
2025-02-17,8385,96.55.42.214,3,cloud computing,1536,Features Overview,0,1
2025-09-14,9878,165.151.128.230,2,numpy arrays,2560,Checkout Page,1,0
2025-11-11,5001,88.35.166.128,3,software engineering,768,Documentation,1,0
2024-11-29,9150,209.99.75.161,3,business intelligence,1280,Account Settings,1,0
2025-05-23,7508,231.217.193.138,0,,768,Shopping Cart,0,0
2025-11-21,2960,39.142.149.41,0,numpy arrays,1440,Tutorial: Getting Started,0,1
2025-01-05,1376,152.30.248.254,2,api development,1536,Contact Information,0,0
2025-11-03,7817,71.75.214.222,5,code review,1280,Privacy Policy,0,0
2025-03-15,8666,17.223.189.94,3,kubernetes,1366,Press Releases,0,0
2025-04-09,2372,161.210.154.97,3,unit testing,1920,Tutorial: Getting Started,0,0
2025-05-11,2735,61.187.8.177,0,big data,1536,Careers,0,0
2025-02-08,5209,160.6.48.1,0,numpy arrays,3840,Support Portal,1,0
2025-08-12,1013,61.27.145.67,4,deep learning,1440,About Us,0,0
2025-03-19,7447,206.76.31.103,5,web development,768,Blog Post - Tech News,0,0
2025-02-09,7741,3.210.166.76,2,devops practices,768,Customer Reviews,0,0
2024-11-23,3129,231.63.181.228,1,numpy arrays,1440,Customer Reviews,0,0
2025-08-27,2516,181.236.251.6,4,,1280,Documentation,0,1
2025-02-19,6850,84.118.15.197,3,neural networks,3840,Customer Reviews,1,0
2025-11-06,6024,56.4.30.27,1,web development,1366,Tutorial: Getting Started,0,0
2025-05-04,2277,32.138.210.32,1,project management,768,Privacy Policy,0,0
2024-12-13,5388,135.23.12.164,1,kubernetes,1440,Careers,0,0
2025-01-03,7373,135.27.50.219,5,web development,1280,Search Results,1,0
2025-06-23,9830,120.159.253.16,5,api development,1536,Shopping Cart,0,0
2025-05-04,1948,234.194.169.20,2,devops practices,1440,Case Studies,1,0
2025-09-24,9745,124.193.209.139,4,sql queries,1280,Press Releases,0,0
2025-05-27,9625,75.222.245.34,0,artificial intelligence,1920,Documentation,0,1
2025-11-10,1994,254.230.7.234,1,sql queries,1536,News and Updates,0,0
2025-10-03,2219,228.142.4.171,1,computer vision,768,Support Portal,0,1
2025-07-03,8253,140.222.148.136,2,pandas dataframe,1280,User Dashboard,0,0
2025-08-03,9577,178.169.103.186,2,neural networks,2560,Home Page,0,0
2025-08-26,5092,73.187.30.104,4,,2560,Events Calendar,1,0
2025-03-30,1581,195.113.230.177,0,kubernetes,1920,Community Forum,0,0
2025-07-06,2121,220.250.24.158,0,,2560,Account Settings,0,0
2025-06-30,1631,80.86.70.56,0,pandas dataframe,1024,Documentation,0,0
2025-06-23,5623,242.133.86.163,3,natural language processing,3840,Help Center,0,0
2024-12-20,8045,204.52.99.236,0,docker containers,768,About Us,1,0
2025-09-05,5416,232.131.135.126,5,database design,1024,Search Results,1,0
2025-07-20,5387,205.99.53.57,4,data analytics,1280,Order Confirmation,0,0
2025-03-21,1696,249.61.250.168,3,,1024,User Dashboard,1,0
2024-12-26,3761,230.213.183.53,0,code review,1024,Partners Page,0,0
2025-04-01,1294,179.90.181.11,5,,1366,Pricing Plans,1,0
2025-08-10,9931,96.204.79.204,1,python tutorial,768,Terms of Service,0,0
2024-11-28,9170,149.163.1.249,4,numpy arrays,768,Search Results,1,0
2025-04-11,9796,115.25.14.162,3,machine learning,1024,Support Portal,0,0
2025-07-11,2808,203.41.5.210,4,neural networks,1280,Documentation,0,0
2025-01-27,3196,44.157.229.65,5,deep learning,1366,Support Portal,0,0
2025-08-13,1389,250.71.214.139,1,docker containers,1280,FAQ - Frequently Asked Questions,1,0
2025-06-03,3344,247.146.244.138,3,computer vision,1536,Checkout Page,0,0
2025-10-31,3960,189.108.124.44,4,numpy arrays,1536,Support Portal,1,0
2025-01-28,7697,91.93.172.133,5,software engineering,1536,Account Settings,1,0
2025-09-29,7987,12.235.174.1,1,,1024,Case Studies,0,0
2025-10-08,7186,183.240.40.69,2,data visualization,1366,Blog Post - Tech News,0,0
2025-01-01,7099,116.189.16.238,1,numpy arrays,3840,Terms of Service,0,1
2024-12-18,9569,83.9.196.181,4,software engineering,768,Features Overview,0,0
2025-01-27,7365,220.240.116.72,3,,1024,FAQ - Frequently Asked Questions,0,0
2025-07-01,8862,83.43.28.146,1,,2560,Community Forum,0,1
2025-03-23,3772,183.182.91.248,3,cloud computing,1920,Contact Information,0,0
2024-12-20,9496,41.41.49.120,2,pandas dataframe,1024,Features Overview,0,0
2025-04-06,8806,181.54.149.146,4,data warehouse,768,Features Overview,0,0
2024-12-21,4594,168.77.76.216,5,business intelligence,1280,FAQ - Frequently Asked Questions,0,0
2025-09-22,7659,55.250.138.142,1,artificial intelligence,1280,User Dashboard,1,1
2024-12-16,9018,111.5.197.54,1,python tutorial,1366,Partners Page,0,1
2025-03-12,1108,165.225.65.77,4,devops practices,2560,Partners Page,1,0
2025-06-13,1187,121.143.96.244,1,data science,2560,Careers,0,0
2025-05-26,3244,63.140.3.206,4,,1024,News and Updates,0,0
2025-10-12,2570,166.133.54.87,0,neural networks,3840,Community Forum,0,1
2025-01-31,7988,203.59.91.126,5,kubernetes,1024,Press Releases,0,0
2025-05-05,6598,242.184.154.121,2,data warehouse,1366,Product Details,0,0
2025-08-21,4824,63.138.106.214,1,pandas dataframe,1440,Pricing Plans,0,0
2025-09-06,1935,20.117.47.150,3,computer vision,1024,Blog Post - Tech News,0,0
2025-08-09,1750,177.99.178.179,3,kubernetes,1024,Features Overview,0,0
2025-06-08,6503,208.190.115.106,0,cloud computing,1440,Tutorial: Getting Started,0,1
2025-06-22,6228,84.136.31.115,5,software engineering,1536,Partners Page,1,0
2025-01-04,9439,127.76.210.208,1,,3840,Blog Post - Tech News,0,0
2025-10-25,2455,86.229.178.16,1,agile methodology,1536,Events Calendar,0,0
2025-01-21,5673,4.168.79.225,3,project management,1024,Customer Reviews,1,0
2025-08-06,6215,223.166.207.124,0,pandas dataframe,2560,Shopping Cart,0,0
2025-05-17,8139,114.95.195.140,4,cloud computing,3840,Events Calendar,1,0
2025-05-18,8859,210.92.173.11,2,agile methodology,1920,FAQ - Frequently Asked Questions,0,1
2025-03-06,9857,228.180.205.62,1,computer vision,768,Checkout Page,1,0
2025-02-11,2499,95.198.56.155,3,big data,768,Events Calendar,0,0
2025-02-15,5888,162.101.8.65,4,deep learning,1440,Partners Page,0,0
2025-08-02,4661,50.54.183.244,2,project management,3840,Community Forum,0,0
2025-03-13,8441,249.214.116.107,3,sql queries,1280,Terms of Service,1,0
2024-12-14,3714,121.224.90.81,1,unit testing,1280,FAQ - Frequently Asked Questions,0,0
2025-01-08,4131,140.62.144.200,5,data warehouse,1440,Press Releases,0,1
2025-05-26,3964,43.254.216.134,0,business intelligence,1024,Contact Information,0,0
2025-03-22,2444,249.129.48.148,0,agile methodology,1280,Shopping Cart,0,0
2025-07-30,4619,160.55.22.151,4,kubernetes,2560,Order Confirmation,0,0
2025-09-12,4257,30.93.230.26,4,web development,768,Blog Post - Tech News,0,0
2025-06-01,6492,151.153.130.28,0,agile methodology,1366,Community Forum,0,0
2025-02-02,6444,180.60.158.249,0,database design,1366,Search Results,0,0
2025-10-13,7310,82.146.81.179,1,artificial intelligence,3840,Community Forum,0,0
2024-12-13,3022,69.36.108.99,4,data warehouse,2560,Partners Page,1,0
2025-03-13,6508,162.6.132.190,1,sql queries,1366,Pricing Plans,0,0
